committee_id,committee_name,date,congress,page,committee_type
414,Cmte John C Symmes,1797-02-24,4,14,Public Lands
415,Cmte on compensation for officers of revenue,1797-02-24,4,14,Commerce
416,Cmte on embargo,1797-02-25,4,15,Foreign Affairs
417,Cmte on the bill officers of VA line,1797-02-25,4,15,Military
418,Cte on bill duties on importations,1797-02-25,4,15,Commerce
419,Cmte on appropriation bill,1797-02-26,4,14,Finance
420,Cmte bill appropriations for claims of captives by belligerent powers,1797-02-28,4,15,Claims
421,Cmte bill next Congress,1797-02-28,4,15,Administrative
422,cmte on mitigation of penalties,1797-02-28,4,15,Commerce
423,Cmte on Invalid bill,1797-03-01,4,15,Claims
424,Cmte bill domestic debt,1797-03-02,4,15,Finance
425,Cmte on bill military est,1797-03-02,4,15,Military
426,Cmte bill John Brown,1797-03-03,4,15,Claims
427,Cmte on military appropriations,1797-03-03,4,16,Military
428,Jt cmte to wait on pres,1797-03-03,4,16,Ceremonial
429,Cmte to wait on pres,1797-03-04,4,16,Ceremonial
430,Cmte to prepare answer to PUS's speech,1797-05-16,5,1,Ceremonial
431,Cmte on answer to address And Addition,1797-05-19,5,1,Ceremonial
432,Cmte on Arming Vessels,1797-05-29,5,1,Military
433,Cmte on artillery & Cavalry & Provisional army,1797-05-29,5,1,Military 
434,Cmte on bill militia,1797-05-29,5,1,Military
435,Cmte on ports & harbors,1797-05-29,5,1,Commerce
436,Cmte on recommitted bill depredations by Americans on American,1797-05-29,5,1,Military
437,Cmte on Tripoli Treaty,1797-05-30,5,1,Foreign Affairs
438,Cmte on bill export of ammo,1797-05-31,5,1,Foreign Affairs
439,Cmte on amendment to bill export ammo,1797-06-07,5,2,Foreign Affairs
440,Cmte on message of PUS treaty with Spain FL boundary,1797-06-14,5,2,Foreign Affairs
441,Cmte on ports & harbors,1797-06-16,5,2,Claims
442,Cmte on bill register ships,1797-06-19,5,2,Commerce
443,Cmte bill British Agents,1797-06-20,5,2,Foreign Affairs
444,Cmte on bill militia,1797-06-20,5,2,Military
445,cmte on bill private army ships,1797-06-21,5,2,Military 
446,Cmte of Conference on bill protection of trade,1797-06-27,5,2,Commerce
447,Cmte on message of PUS on ships for Dey of Algiers,1797-06-27,5,2,Foreign Affairs
448,Cmte bill licenses,1797-06-28,5,3,Commerce
449,cmte on bill for continuing certain acts,1797-06-28,5,3,Judiciary
450,Cmte on bill to prevent arming of private ships,1797-06-29,5,2,Military
451,Cmte on Comptroller letter,1797-06-30,5,3,Finance
452,Cmte on stamp act,1797-07-03,5,3,Finance
453,Cmte on bill transfer of stock,1797-07-03,5,4,Finance
454,Cmte on Appropriation,1797-07-04,5,3,Finance
455,Cmte on PUS's message of July 3 re William Blount,1797-07-04,5,3,Foreign Affairs
456,Cmte bill duty on salt,1797-07-05,5,3,Commerce
457,cmte bill loan $800000,1797-07-05,5,3,Finance
458,Jt cmte to wait on PUS--adjourn,1797-07-10,5,4,Ceremonial
459,Cmte to wait on PUS,1797-11-22,5,4,Ceremonial
460,Cmte answer to PUS's speech,1797-11-23,5,4,Ceremonial
461,Cmte on business of session to revise laws,1797-11-27,5,4,Administrative
462,Cmte on law contagious sickness,1797-11-29,5,4,Commerce
463,Cmte on navigation commerce parts of PUS's speech,1797-11-29,5,4,Commerce
464,Cmte on invalid bill,1797-12-01,5,4,Claims
465,Cmte on Leg of TN memorial about boundary with Cherokee,1797-12-04,5,4,Indian Affairs
466,Cmte on treaty with Seneca Indians,1797-12-06,5,4,Indian Affairs
467,Cmte on NC health officer,1797-12-11,5,5,Commerce
468,Cmte on enrolled bills,1797-12-13,5,5,Administrative
469,Cmte on William Carmichael bill,1797-12-14,5,5,Claims
470,Cmte on petition of William Imlay & Sec of Treasury's report,1797-12-18,5,5,Claims
471,Cmte on bill foreign coin,1797-12-22,5,5,Finance
472,Cmte on bill North & Vesey of Charleston SC,1797-12-22,5,5,Claims
473,Cmte on Judiciary,1797-12-26,5,5,Judiciary
474,Cmte on G Turner,1798-01-03,5,5,Public Lands
475,Cmte on bill to extend law for collecting duties to Tennessee,1798-01-05,5,5,Commerce
476,Cmte on petition of Joseph Nourse,1798-01-05,5,5,Claims
477,Cmte bill duties on stills,1798-01-08,5,6,Commerce
478,Cmte bill partial appropriation,1798-01-08,5,6,Finance
479,Cmte daughters of Count de Grasse,1798-01-08,5,6,Claims
480,cmte on General Kosciuszko,1798-01-08,5,6,Claims
481,Cmte to amend 19th rule,1798-01-09,5,6,Administrative
482,Cmte bill taking evidence in contested elections to HR,1798-01-12,5,6,Judiciary
483,Cmte on John Frank,1798-01-12,5,6,Claims
484,cmte on CT cession,1798-01-15,5,6,Public Lands
485,Cmte of conferences bill Gen Kosciuszko,1798-01-16,5,6,Claims
486,Cmte on bill Canada & Nova Scotia refugees,1798-01-17,5,5,Foreign Affairs
487,Cmte Paine's motion--Remonstrance from GA leg,1798-01-18,5,6,Public Lands
488,Cmte on bill impeachment,1798-01-23,5,7,Judiciary
489,Ross's motion--cmte in place of Stockton on Turner's petition,1798-01-23,5,7,Claims
490,Cmte on arrangements -- impeachment,1798-01-30,5,6,Administrative
491,Cmte on bill appropriation,1798-02-01,5,7,Finance
492,Cmte on mode of prosecuting in cases of impeachment,1798-02-03,5,7,Judiciary
493,Cmte on petition of Galliopolis,1798-02-03,5,7,Public Lands
494,cmte bill Thomas Clark,1798-02-05,5,7,Claims
495,Cmte on report of Sec of T--lighthouses--Eaton's neck,1798-02-06,5,7,Commerce
496,cmte on petition of John Edgar and William Morrison inhabitants of IL donation of lands,1798-02-12,5,7,Public Lands
497,Cmte bill Appropriations -- torn,1798-02-16,5,7,Finance
498,Cmte on bill AG franking privilege,1798-02-16,5,7,Judiciary
499,cmte on bill William Alexander,1798-02-20,5,7,Claims
500,Cmte--Livermore's motion--mode of conducting impeachment,1798-02-20,5,8,Judiciary
501,cmte on treaty with Tunis,1798-02-21,5,8,Foreign Affairs
502,Cmte bill widow & Orphan,1798-02-26,5,8,Claims
503,Cmte on bill addition to stamp duty,1798-03-08,5,8,Finance
504,Cmte bill limitation of claims,1798-03-12,5,8,Claims
505,Cmte bill MA law,1798-03-12,5,8,Misc
506,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,5,8,Claims
507,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,5,9,Foreign Affairs
508,cmte on petition of Joseph Ball & others,1798-03-14,5,8,Claims
509,Cmte on petition of Margaret Lapsley,1798-03-14,5,8,Claims
510,Cmte in place of Gunn - Cmte on PUS's message -- security and protection of Commerce,1798-03-15,5,8,Military
511,Cmte bill City of Washington,1798-03-21,5,9,Washington Dc
512,Cmte on bill arms & ammo,1798-03-22,5,9,Military
513,Cmte supplemental judiciary,1798-03-22,5,9,Judiciary
514,Cmte bill duties on foreign and domestic spirits,1798-03-23,5,9,Commerce
515,Cmte on bill compensation of clerks,1798-03-23,5,9,Administrative
516,Cmte on Wm Carmichael bill,1798-03-26,5,9,Claims
517,Cmte on Bingham's motion to amend bill naval armament,1798-04-03,5,9,Military
518,Cmte of Conference on Blount impeachment,1798-04-09,5,9,Judiciary
519,Cmte bill regulation administration of oaths,1798-04-10,5,9,Judiciary
520,Cmte recommit bill City of Washington,1798-04-10,5,9,Washington Dc
521,Cmte NC bill declare consent to state law,1798-04-10,5,10,Finance
522,Cmte Mohawk treaty,1798-04-13,5,10,Indian Affairs
523,emte on sick seamen,1798-04-13,5,10,Military
524,Cmte sale of lands,1798-04-17,5,10,Public Lands
525,cmte lighthouse Point Comfort,1798-04-19,5,10,Commerce
526,Cmte on nomination of Governor and other offices in MS territory,1798-04-19,5,10,Judiciary
527,Cmte on Marshall's motion relative to district courts of KY TN ME,1798-04-20,5,10,Judiciary
528,Cmte bill smith & strong & aupoix,1798-04-25,5,10,Claims
529,Cmte on Ob Brown,1798-04-25,5,10,Claims
530,Cmte Hillhouse's motion--Alien's,1798-04-26,5,10,Judiciary
531,Cmte on bill James Ore,1798-04-30,5,10,Claims
532,cmte invalids,1798-04-30,5,11,Claims
533,Cmte on appt of William Thorp & others - Military officers,1798-04-30,5,11,Military
534,cmte on Laur Maning petition,1798-04-30,5,11,Claims
535,Cmte on military appropriations,1798-04-30,5,11,Military
536,Cmte on Minister to Spain - Pinckney's letter,1798-04-30,5,11,Foreign Affairs
537,Cmte on nominations for governor and other offices in MS Territory to replace Ross (Brown added),1798-04-30,5,11,Judiciary
538,Cmte on bill mil est,1798-05-03,5,11,Military
539,Cmte on report of Sec of T on state of western lands,1798-05-03,5,11,Public Lands
540,Cmte on recommitted bill relative to district and circuit courts in KY,1798-05-16,5,11,Judiciary
541,cmte on petition of Bob Campbell,1798-05-18,5,11,Public Lands
542,Cmte replace Langdon who absent on cmte on sick seamen bill,1798-05-21,5,11,Military
543,Cmte on enrolled bills replace Greene,1798-05-21,5,12,Administrative
544,Cmte on unfunded debt,1798-05-22,5,12,Finance
545,emte on bill Thos Lewis,1798-05-22,5,12,Claims
546,Cmte on Bill naturalization,1798-05-23,5,12,Judiciary
547,Cmte on bill accountant war dept,1798-05-24,5,12,Military
548,Cmte on bill compensation to jurors and marshalls,1798-05-24,5,12,Judiciary
549,Cmte on bill internal revenue,1798-05-28,5,12,Finance
550,Cmte on bills persons imprisoned for debt,1798-05-29,5,12,Judiciary
551,Additional member to cmte on Aliens bill,1798-06-01,5,12,Judiciary
552,Cmte on explanatory article of British treaty,1798-06-01,5,12,Foreign Affairs
553,cmte on Marine Corps,1798-06-04,5,12,Military
554,Cmte on recess,1798-06-08,5,12,Administrative
555,cmte on bill to punish frauds against the US,1798-06-08,5,13,Judiciary
556,Cmte on John Vaughan bill,1798-06-08,5,13,Claims
557,Cmte on bill compensation of officers of internal revenue,1798-06-11,5,13,Finance
558,Cmte on bill Valuation of lands and houses,1798-06-15,5,13,Finance
559,Cmte of Conf bill internal revenue,1798-06-18,5,13,Finance
560,Cmte on bill for purchasing arms for the militia,1798-06-18,5,13,Military
561,cmte on bill appropriation new artillerists & engineers,1798-06-22,5,13,Military
562,Cmte on enumeration bill,1798-06-26,5,13,Commerce
563,cmte on bill to authorize PUS to borrow money,1798-06-27,5,13,Finance
564,Cmte on bill treason,1798-06-27,5,13,Judiciary
565,Cmte on message of PUS of 27th & documents regarding letter from PA Governor Miflin,1798-06-27,5,13,Misc
566,Cmte on bill Ellie Williams,1798-06-28,5,14,Public Lands
567,Cmte of Conf bill entry of stills,1798-07-02,5,14,Finance
568,Cmte on bill to lay direct taxes,1798-07-02,5,14,Finance
569,cmte on light houses,1798-07-05,5,14,Commerce
570,Cmte on additional appropriation,1798-07-07,5,14,Finance
571,Cmte on bill next meeting of Congress,1798-07-07,5,14,Administrative
572,Cmte of conf bill borrow money,1798-07-11,5,14,Finance
573,Cmte on Thomas McKean petition regarding publication of Journals,1798-07-11,5,14,Administrative
574,Cmte on additional appropriation for 1798,1798-07-12,5,14,Finance
575,cemte on bill entry of stills,1798-07-13,5,14,Finance
576,cmte on bill accountant navy,1798-07-13,5,14,Military
577,Cmte on PUS's message of 13th instant requesting extension of Senate session,1798-07-14,5,14,Administrative
578,Cmte of conference Bill addition to suspend commercial intercourse with France,1798-07-14,5,15,Foreign Affairs
579,Cmte on bill stamped vellum,1798-07-14,5,15,Finance
580,Cmte on bill state balances,1798-07-14,5,15,Finance
581,Cmte on commercial intercourse,1798-07-14,5,15,Foreign Affairs
582,Cmte on nomination of Daniel McNeal as captain in Navy,1798-07-16,5,15,Military
583,cmte to notify PUS adjourn,1798-07-16,5,15,Ceremonial
584,Cmte to wait on PUS,1798-12-06,5,15,Ceremonial
585,Cmte to draft answer to PUS speech,1798-12-08,5,16,Ceremonial
586,Cmte on W Sargent's Letter - land in NW Territory,1798-12-17,5,15,Public Lands
587,Cmte on impeachment of Blount,1798-12-17,5,16,Judiciary
588,Cmte on naval affairs,1798-12-18,5,15,Military
589,Cmte on proceedings for impeachment of Wm Blount,1798-12-18,5,15,Judiciary
590,Cmte on PUS - health laws,1798-12-18,5,15,Commerce
591,Cmte on PUS message - defense,1798-12-18,5,15,Military
592,Cmte on nominations for various offices of Archibald Richardson and others,1798-12-20,5,16,Misc
593,Cmte on bill Census enumeration,1798-12-28,5,16,Commerce
594,Cmte on state balances,1798-12-28,5,16,Finance
595,Cmte on CT cession of Wyoming Valley,1799-01-02,5,16,Public Lands
596,Cmte on petition of Tho Lewis,1799-01-02,5,16,Claims
597,Cmte on petition of Joseph Russell and others,1799-01-11,5,16,Claims
598,Cmte on D Smith's petition,1799-01-15,5,16,Claims
599,cmte on western lands - Ross's motion,1799-01-15,5,16,Public Lands
600,cmte res state of western lands,1799-01-15,5,16,Public Lands
601,Recommit State balances,1799-01-15,5,16,Finance
602,Cmte on Cherokee Treaty,1799-01-18,5,17,Indian Affairs
603,Cmte on Mason's motion on laws of NW Territory,1799-01-18,5,17,Judiciary
604,Cmte on bill to punish crimes,1799-01-21,5,17,Judiciary
605,Cmte on bill to punish crimes to replace Tazewell,1799-01-23,5,17,Judiciary
606,Cmte of arrangement for funeral Tazewell,1799-01-24,5,17,Administrative
607,Cmte on bill for sick seamen,1799-01-24,5,17,Military
608,cmte on bill judiciary,1799-01-25,5,17,Judiciary
609,Cmte on enrolled bills,1799-01-28,5,17,Administrative
610,Cmte on bill Interdiction of trade with France,1799-01-29,5,17,Foreign Affairs
611,cmte on bill for G Taylor & others,1799-01-31,5,17,Claims
612,cmte on John Haskill,1799-01-31,5,17,Claims
613,Cmte on treaty with Oneida Indians,1799-01-31,5,17,Indian Affairs
614,Cmte motion A Indian intercourse,1799-01-31,5,18,Indian Affairs
615,cmte on TN bill consent to TN laws,1799-02-01,5,18,Judiciary
616,Cmte on bill stamp duties,1799-02-05,5,18,Commerce
617,Cmte on James Mathers's bill,1799-02-05,5,18,Administrative
618,cmte of conference bill state balances,1799-02-06,5,18,Finance
619,Cmte bill land valuation - faded,1799-02-08,5,18,Public Lands
620,Cmte bill collection of impost & tonnage,1799-02-11,5,18,Commerce
621,cmte bill mode of surrendering defendant,1799-02-12,5,18,Judiciary
622,cmte on Indian Treaty,1799-02-14,5,18,Indian Affairs
623,cmte on petition of Sam Watt,1799-02-14,5,18,Claims
624,Cmte on recommitted bill CT cession,1799-02-14,5,18,Public Lands
625,Cmte on Indian treaty bill,1799-02-14,5,19,Indian Affairs
626,cmte bill compensation naval captains,1799-02-16,5,19,Military
627,Cmte on bill compensation of officers collecting duties,1799-02-16,5,19,Commerce
628,Cmte on bill Joseph Wheaton,1799-02-16,5,19,Claims
629,Cmte on bill Marshals Clerks etc - compensation,1799-02-18,5,19,Finance
630,Cmte on petition of Paul McDermot,1799-02-18,5,19,Claims
631,Cmte on Robert Sturgeon,1799-02-18,5,19,Claims
632,Cmte on bill medical establishment,1799-02-19,5,19,Military
633,Cmte bill comp officers Ex depts,1799-02-20,5,19,Finance
634,Cmte bill compensation clerks,1799-02-20,5,19,Finance
635,cmte on nomination of William Vans Murray,1799-02-20,5,20,Foreign Affairs
636,Cmte bill compensation of officers ex dept - Additional member,1799-02-22,5,20,Finance
637,Cmte on enrolled bills,1799-02-22,5,20,Administrative
638,Cmte bill per appropriation - support military establishment,1799-02-23,5,20,Military
639,Cmte on bill certain officers of Senate & HR,1799-02-23,5,20,Administrative
640,Cmte on bill govt of navy,1799-02-25,5,20,Military
641,Cmte on erect beacon on Boon Island,1799-02-25,5,20,Commerce
642,cmte bill Marine Corps,1799-02-27,5,20,Military
643,Cmte on post office,1799-02-27,5,20,Post Office
644,Cmte amendment bill organizing army,1799-02-28,5,20,Military 
645,Cmte bill 80000 militia,1799-02-28,5,20,Military
646,Cmte lands United Brethren,1799-03-01,5,21,Claims
647,Cmte of conference on bill payment of officers of Congress,1799-03-01,5,21,Administrative
648,Cmte on amend HR bill military establishment,1799-03-01,5,21,Military
649,Cmte on comfort sands and others,1799-03-01,5,21,Claims
650,cmte on sale of lands between great and little miami rivers,1799-03-01,5,21,Public Lands
651,Cmte of Conference on bill S courts NW territory,1799-03-02,5,21,Judiciary
652,Cmte of Conference on military org,1799-03-02,5,21,Military
653,cmte of conference--distillery,1799-03-02,5,21,Finance
654,Cmte on amendment to bill retaliation,1799-03-02,5,21,Military
655,Cmte on enrolled bills,1799-03-02,5,21,Administrative
656,cmte on resolution re journals,1799-03-02,5,21,Administrative
657,Cmte notify PUS quorum,1799-12-02,6,3,Ceremonial
658,Cmte on PUS's message reply,1799-12-03,6,3,Ceremonial
659,Cmte on petition of Sam Glass & others,1799-12-05,6,3,Claims
660,Cmte on bill prisoners for debt,1799-12-09,6,3,Judiciary
661,Cmte on Russian Treaty,1799-12-09,6,3,Foreign Affairs
662,Cmte bill reviving suits in district of PA,1799-12-11,6,3,Judiciary
663,Cmte on report of Sec of State --impressed american seamen,1799-12-11,6,3,Foreign Affairs
664,Cmte on Russell's & others petition,1799-12-12,6,3,Claims
665,Cmte on John Trumbull letter,1799-12-12,6,4,Administrative
666,cmte on judiciary system,1799-12-12,6,4,Judiciary
667,Cmte on M Lapsley,1799-12-12,6,4,Claims
668,Cmte on motion re slave trade,1799-12-13,6,4,Judiciary
669,cmte on enrolled bills,1799-12-17,6,3,Administrative
670,Cmte on Motion by Dayton renew lost certificates of debt,1799-12-17,6,3,Judiciary
671,Cmte on death of GW,1799-12-19,6,4,Ceremonial
672,Cmte to address PUS on death of GW,1799-12-19,6,4,Ceremonial
673,Jt Cmte on GW death,1799-12-19,6,4,Ceremonial
674,Cmte on bill valuation,1799-12-23,6,4,Finance
675,Cmte on petition of Peter Aupoix,1799-12-24,6,4,Claims
676,Cmte on bill franking privilege to WHH delegate from NW Territory,1799-12-24,6,5,Administrative
677,Cmte on Petition of Thos Burling & others,1799-12-24,6,5,Claims
678,Cmte on petition of E Brainard,1799-12-31,6,4,Claims
679,Cmte amend to bill prisoners for debt,1800-01-01,6,5,Judiciary
680,Cmte on bill enumeration of inhabitants,1800-01-01,6,5,Commerce
681,Cmte on petition of Richard Butler to bring slaves to MS territory,1800-01-07,6,5,Judiciary
682,Cmte bill peace with Indians,1800-01-08,6,5,Indian Affairs
683,Cmte on John Vaughan's bill,1800-01-09,6,5,Claims
684,Cmte on Keziah Underwood,1800-01-09,6,5,Claims
685,Additional member on cmte bill leases of recapture,1800-01-10,6,5,Military
686,Cmte to bring bill M Lapsley,1800-01-10,6,5,Claims
687,Cmte bill Fines & forfeitures,1800-01-15,6,6,Military
688,Cmte motion for compensation to members,1800-01-22,6,6,Administrative
689,Cmte on motion re PUS & VP disputed elections,1800-01-24,6,6,Judiciary
690,Cmte on bill cease enlistment,1800-01-27,6,6,Military
691,Cmte on bill jurors,1800-02-03,6,6,Judiciary
692,Cmte on petition of Messrs Franklin,1800-02-03,6,6,Claims
693,Cmte bill R Sturgeon,1800-02-04,6,6,Claims
694,Cmte on petition of Lyon Lehman,1800-02-07,6,6,Claims
695,Cmte on lands for United Brethren,1800-02-10,6,6,Claims
696,Cmte on bill acts of MD & GA,1800-02-11,6,7,Misc
697,Cmte on bill for mint,1800-02-11,6,7,Finance
698,Cmte on bill James Yard,1800-02-11,6,7,Claims
699,Cmte Ithamar Canfield,1800-02-12,6,7,Claims
700,Cmte on resolution John Hackwelder,1800-02-12,6,7,Claims
701,Cmte report on mint,1800-02-12,6,7,Finance
702,Cmte on enrolled bills,1800-02-17,6,7,Administrative
703,Cmte report on claim of Seth Harding,1800-02-17,6,7,Claims
704,Cmte on petition of Jeremiah Yellott,1800-02-18,6,7,Claims
705,Cmte on petition of Shadrack Inman,1800-02-18,6,8,Claims
706,Cmte on impost bonds to extend payment in certain cases,1800-02-19,6,8,Commerce
707,Cmte bill bankruptcy,1800-02-22,6,8,Judiciary
708,Cmte bill Commercial intercourse with Jamaica,1800-02-22,6,8,Foreign Affairs
709,Cmte on amendments to salvage bill,1800-02-24,6,8,Claims
710,cmte of Conference bill United Brethren,1800-02-25,6,8,Claims
711,Cmte of standing committee of privileges,1800-02-26,6,8,Administrative
712,Cmte on bill exports to New Orleans to collect duties and tonnage,1800-02-27,6,8,Commerce
713,Cmte on bill to continue law for US fisheries,1800-02-27,6,8,Commerce
714,Cmte memorial Board of health Phila,1800-02-27,6,9,Commerce
715,Cmte on bill bankruptcy additional member,1800-02-28,6,9,Judiciary
716,Cmte to inquire land claims by us in TN,1800-02-28,6,9,Public Lands
717,Cmte addition to R Sturgeon's Bill,1800-03-01,6,9,Claims
718,Cmte on bill Stamp Office,1800-03-04,6,9,Finance
719,cmte on bill for relief of Lyon Lehman,1800-03-06,6,9,Claims
720,Cmte on bill Thomas Arnold,1800-03-06,6,9,Claims
721,Add to cmte on bill election of PUS & VP,1800-03-10,6,9,Judiciary
722,Cmte on petition of NY Merchants,1800-03-11,6,9,Commerce
723,Cmte on revision of laws about to expire,1800-03-11,6,10,Judiciary
724,Cmte on bill Post Roads,1800-03-12,6,10,Post Office
725,Cmte on motion to amend judicial act---jurors,1800-03-12,6,10,Judiciary
726,Cmte Sec of T return of emolument to officers of customs,1800-03-12,6,10,Commerce
727,Cmte bill for relief of Campbell Smith,1800-03-13,6,10,Commerce
728,Cmte bill district court of NC,1800-03-14,6,10,Judiciary
729,Cmte memorial of Paul McDermott,1800-03-17,6,10,Claims
730,Cmte on bill military interference at elections,1800-03-17,6,10,Judiciary
731,Cmte of Conference New Orleans bill for drawback on duties exported to New Orleans,1800-03-17,6,11,Commerce
732,Cmte on bill pay PMG & assts to Adjunt General,1800-03-18,6,11,Military
733,Cmte on bill patents & patentees,1800-03-21,6,11,Judiciary
734,Cmte on bill PUS borrow $,1800-03-21,6,11,Finance
735,Cmte on bill settlement of limits w/ GA,1800-03-21,6,11,Public Lands
736,Cmte on John Collet's bill,1800-03-21,6,11,Claims
737,Cmte on bill Indian Tribes,1800-03-27,6,11,Indian Affairs
738,Cmte on RI College bill,1800-03-27,6,11,Claims
739,Cmte bill alt oaths in enumeration bill,1800-03-28,6,11,Commerce
740,Cmte bring bill prayer of Robinson & Harthorne,1800-03-28,6,12,Claims
741,Cmte on bill NW Territory divide into two governments,1800-04-01,6,12,Public Lands
742,Cmte on Marine Corps bill,1800-04-01,6,12,Military
743,Cmte inquire state of mint,1800-04-02,6,12,Finance
744,Cmte on sale of lands in NW territory,1800-04-03,6,12,Public Lands
745,Cmte on navy bill,1800-04-07,6,9,Military
746,Cmte bill arrangement army,1800-04-07,6,12,Military 
747,Cmte bill seat of govt,1800-04-08,6,12,Washington Dc
748,Cmte bill tariff on sugar and snuff,1800-04-08,6,12,Commerce
749,Cmte of Conference bill stamps,1800-04-08,6,12,Finance
750,cmte on merchant vessels,1800-04-08,6,12,Military
751,Cmte on bill Benj G Bulcke,1800-04-10,6,13,Claims
752,Cmte on CT cession,1800-04-14,6,13,Public Lands
753,Cmte on appropriations,1800-04-15,6,13,Finance
754,Cmte on lighthouses,1800-04-15,6,13,Commerce
755,Cmte bill jurors recommitted,1800-04-16,6,13,Judiciary
756,Cmte bill paymaster generals,1800-04-16,6,13,Military
757,Cmte on bill to punish crimes,1800-04-16,6,13,Judiciary
758,Cmte on bill Arsenals,1800-04-17,6,13,Military
759,Cmte compensation for officers of congress Bill,1800-04-18,6,13,Administrative
760,Cmte on NC land cession to replace Chipman,1800-04-19,6,13,Public Lands
761,Cmte salt bill,1800-04-22,6,14,Commerce
762,Cmte bill establish Kennebunk district,1800-04-24,6,14,Commerce
763,Cmte bill for valuations of unseated land,1800-04-24,6,14,Public Lands
764,Cmte of conference on bill to amend act providing sale of land above mouth of KY River,1800-04-28,6,14,Public Lands
765,Cmte on amendment to bill limits GA,1800-04-28,6,14,Public Lands
766,Cmte on bill for payment of militia commanded by Major Thomas Johnson,1800-04-28,6,14,Military
767,Cmte on bill Patents,1800-04-28,6,14,Judiciary
768,cmte on bill William Tazewell,1800-04-28,6,14,Claims
769,Cmte on Finance regarding organization of Treasury dept and powers of Secretary,1800-04-28,6,14,Finance
770,Cmte on bill lands on Miami river ,1800-04-29,6,14,Public Lands
771,Cmte of conference on Division of NW territory,1800-04-29,6,15,Public Lands
772,Cmte on copper mines,1800-04-30,6,15,Commerce
773,Cmte of conference settlement with GA,1800-05-01,6,15,Public Lands
774,Cmte on amendments to bill electors of PUS & VP,1800-05-02,6,15,Judiciary
775,Cmte on motion next meeting of Congress,1800-05-03,6,15,Administrative
776,Cmte on bill compensation for public ministers,1800-05-06,6,15,Finance
777,Cmte on bill Indian Treaty,1800-05-06,6,15,Indian Affairs
778,Cmte on bill surveyor of revenue districts,1800-05-06,6,15,Commerce
779,Cmte on bill Vincennes & IL settlers,1800-05-06,6,15,Public Lands
780,Cmte on bill additional duties,1800-05-09,6,16,Commerce
781,Cmte on bill admit slaves into MS Territory,1800-05-09,6,16,Commerce
782,Cmte on bill for compensation of customs officers May 9,1800-05-09,6,16,Commerce
783,Cmte on bill Harding & Trumen's children,1800-05-09,6,16,Claims
784,Cmte on bill trading houses with Indians,1800-05-10,6,16,Indian Affairs
785,cmte of Conference power of surveyors of revenue,1800-05-11,6,16,Commerce
786,Cmte of conference on amendments to mint bill,1800-05-12,6,16,Finance
787,Cmte on HR amendments to augmenting the army,1800-05-12,6,16,Military 
788,Cmte on bill refugees of Canada & Nova Scotia,1800-05-12,6,17,Foreign Affairs
789,Cmte on resolution of Laws of Governor & judges of MS Territory,1800-05-12,6,17,Judiciary
790,cmte to wait on PUS to notify adjourn,1800-05-14,6,16,Ceremonial
791,cmte to wait on PUS,1800-11-21,6,17,Ceremonial
792,Cmte on reply to PUS's message,1800-11-22,6,17,Ceremonial
793,Cmte on bill delegate from NW Territory franking privilege,1800-12-03,6,17,Administrative
794,Cmte on bill on powers over Washington DC,1800-12-05,6,17,Washington Dc
795,Cmte on Shadrach Inman's petition,1800-12-08,6,17,Claims
796,Cmte on petition of Paul McDermott,1800-12-08,6,18,Claims
797,cmte on enrolled bills,1800-12-10,6,17,Administrative
798,Cmte on William Smith's nomination to navy,1800-12-10,6,17,Military
799,cmte Robert Hooper's bill,1800-12-17,6,17,Claims
800,Cmte on petitions of John Pitchlynn,1800-12-18,6,17,Claims
801,Cmte on translation of French papers,1800-12-19,6,18,Foreign Affairs
802,Cmte on nomination of A St Clair as Governor of NW Territory,1800-12-30,6,18,Judiciary
803,Cmte on George Washington's Mausoleum,1801-01-06,6,18,Administrative
804,Cmte on report from ratification and communication with France,1801-01-15,6,18,Foreign Affairs
805,cmte on bill duties on wine spirits and sugar,1801-01-22,6,18,Commerce
806,Cmte on bill for erecting lighthouses on Cape Page,1801-01-22,6,18,Commerce
807,Cmte on bill organizing courts of US,1801-01-22,6,18,Judiciary
808,Cmte on bill relief of Solomon Boston,1801-01-22,6,18,Claims
809,Cmte on bill GW's mausoleum & amendment reported,1801-01-27,6,18,Administrative
810,Cmte on votes for PUS & VP,1801-01-27,6,19,Ceremonial
811,Cmte on bill for land to Canada & Nova Scotia refugees,1801-01-30,6,19,Foreign Affairs
812,Cmte on bill for relief of Samuel Lewis Sr,1801-01-30,6,19,Claims
813,Cmte on bill transportation of goods from Phila to Balt,1801-01-30,6,19,Commerce
814,Cmte on memorial of Clerks in several departments,1801-01-30,6,19,Finance
815,Cmte on petition of Joseph Nourse,1801-02-03,6,19,Claims
816,cmte bill Biddleford & Pepperelborough ports of entry,1801-02-05,6,19,Commerce
817,Cmte to incorporate a Mines & metals company,1801-02-05,6,19,Commerce
818,Cmte bill John C Symmes,1801-02-06,6,19,Public Lands
819,Cmte on customs district in Ohio,1801-02-06,6,20,Commerce
820,Ballot for teller for counting votes for PUS & VP,1801-02-10,6,20,Ceremonial
821,Cmte on PUS's message on property in his possession,1801-02-18,6,20,Ceremonial
822,Cmte on bill relief of Nathaniel Holmes,1801-02-20,6,20,Claims
823,Cmte on bill to amend act valuation of lands - etc,1801-02-20,6,20,Finance
